# RDF Protocol Test - Forklift Warehouse Scenario
# 6 nodes, 120s duration, 0.5s update interval
# Forklift speed: 1.9 m/s (6.8 km/h) — warehouse safety limit
# Format: moteIndex(0-based) time(s) x(m) y(m)
# N0(89,90): static | N1(109,125): static FIXED | N2(129,90): static | N3(175,90): static anchor
# N4: Forklift 1 — horizontal patrol y=108, x: 50↔175
# N5: Forklift 2 — vertical patrol x=117, y: 60↔155
# All nodes always within 48m of ≥1 neighbor | Min separation: 8.0m
#
0 0.0 89.0 90.4
1 0.0 109.0 125.0
2 0.0 129.0 90.4
3 0.0 175.0 90.4
4 0.0 50.0 108.0
5 0.0 117.0 60.0
0 0.5 89.0 90.4
1 0.5 109.0 125.0
2 0.5 129.0 90.4
3 0.5 175.0 90.4
4 0.5 51.0 108.0
5 0.5 117.0 61.0
0 1.0 89.0 90.4
1 1.0 109.0 125.0
2 1.0 129.0 90.4
3 1.0 175.0 90.4
4 1.0 51.9 108.0
5 1.0 117.0 61.9
0 1.5 89.0 90.4
1 1.5 109.0 125.0
2 1.5 129.0 90.4
3 1.5 175.0 90.4
4 1.5 52.9 108.0
5 1.5 117.0 62.9
0 2.0 89.0 90.4
1 2.0 109.0 125.0
2 2.0 129.0 90.4
3 2.0 175.0 90.4
4 2.0 53.8 108.0
5 2.0 117.0 63.8
0 2.5 89.0 90.4
1 2.5 109.0 125.0
2 2.5 129.0 90.4
3 2.5 175.0 90.4
4 2.5 54.8 108.0
5 2.5 117.0 64.8
0 3.0 89.0 90.4
1 3.0 109.0 125.0
2 3.0 129.0 90.4
3 3.0 175.0 90.4
4 3.0 55.7 108.0
5 3.0 117.0 65.7
0 3.5 89.0 90.4
1 3.5 109.0 125.0
2 3.5 129.0 90.4
3 3.5 175.0 90.4
4 3.5 56.7 108.0
5 3.5 117.0 66.7
0 4.0 89.0 90.4
1 4.0 109.0 125.0
2 4.0 129.0 90.4
3 4.0 175.0 90.4
4 4.0 57.6 108.0
5 4.0 117.0 67.6
0 4.5 89.0 90.4
1 4.5 109.0 125.0
2 4.5 129.0 90.4
3 4.5 175.0 90.4
4 4.5 58.6 108.0
5 4.5 117.0 68.6
0 5.0 89.0 90.4
1 5.0 109.0 125.0
2 5.0 129.0 90.4
3 5.0 175.0 90.4
4 5.0 59.5 108.0
5 5.0 117.0 69.5
0 5.5 89.0 90.4
1 5.5 109.0 125.0
2 5.5 129.0 90.4
3 5.5 175.0 90.4
4 5.5 60.5 108.0
5 5.5 117.0 70.5
0 6.0 89.0 90.4
1 6.0 109.0 125.0
2 6.0 129.0 90.4
3 6.0 175.0 90.4
4 6.0 61.4 108.0
5 6.0 117.0 71.4
0 6.5 89.0 90.4
1 6.5 109.0 125.0
2 6.5 129.0 90.4
3 6.5 175.0 90.4
4 6.5 62.4 108.0
5 6.5 117.0 72.4
0 7.0 89.0 90.4
1 7.0 109.0 125.0
2 7.0 129.0 90.4
3 7.0 175.0 90.4
4 7.0 63.3 108.0
5 7.0 117.0 73.3
0 7.5 89.0 90.4
1 7.5 109.0 125.0
2 7.5 129.0 90.4
3 7.5 175.0 90.4
4 7.5 64.3 108.0
5 7.5 117.0 74.3
0 8.0 89.0 90.4
1 8.0 109.0 125.0
2 8.0 129.0 90.4
3 8.0 175.0 90.4
4 8.0 65.2 108.0
5 8.0 117.0 75.2
