# RDF Scenario — 6 nodes, 2 mobile smooth patrol, 4 static
# Node3 (moteIndex 2): x 63.92↔90.0, y=49.41
# Node6 (moteIndex 5): x 130.0↔45.0, y=20.0
# Speed: ~8 km/h | dt=0.1s | N3 dx=0.22291m/step | N6 dx=0.22251m/step
# Period N3: 23.40s | Period N6: 76.40s
# Duration: 120.0s | Interval: 0.1s
# Static: N1(17.03,48.53) N2(39.74,29.98) N4(82.09,28.98) N5(107.5,49.81)
# Format: moteIndex(0-based) time(s) x(m) y(m)
#
0 0.0 17.03 48.53
1 0.0 39.74 29.98
3 0.0 82.09 28.98
4 0.0 107.50 49.81
2 0.0 63.9200 49.41
5 0.0 130.0000 20.00
0 0.1 17.03 48.53
1 0.1 39.74 29.98
3 0.1 82.09 28.98
4 0.1 107.50 49.81
2 0.1 64.1429 49.41
5 0.1 129.7775 20.00
0 0.2 17.03 48.53
1 0.2 39.74 29.98
3 0.2 82.09 28.98
4 0.2 107.50 49.81
2 0.2 64.3658 49.41
5 0.2 129.5550 20.00
0 0.3 17.03 48.53
1 0.3 39.74 29.98
3 0.3 82.09 28.98
4 0.3 107.50 49.81
2 0.3 64.5887 49.41
5 0.3 129.3325 20.00
0 0.4 17.03 48.53
1 0.4 39.74 29.98
3 0.4 82.09 28.98
4 0.4 107.50 49.81
2 0.4 64.8116 49.41
5 0.4 129.1099 20.00
0 0.5 17.03 48.53
1 0.5 39.74 29.98
3 0.5 82.09 28.98
4 0.5 107.50 49.81
2 0.5 65.0345 49.41
5 0.5 128.8874 20.00
0 0.6 17.03 48.53
1 0.6 39.74 29.98
3 0.6 82.09 28.98
4 0.6 107.50 49.81
2 0.6 65.2574 49.41
5 0.6 128.6649 20.00
0 0.7 17.03 48.53
1 0.7 39.74 29.98
3 0.7 82.09 28.98
4 0.7 107.50 49.81
2 0.7 65.4803 49.41
5 0.7 128.4424 20.00
0 0.8 17.03 48.53
1 0.8 39.74 29.98
3 0.8 82.09 28.98
4 0.8 107.50 49.81
2 0.8 65.7032 49.41
5 0.8 128.2199 20.00
0 0.9 17.03 48.53
1 0.9 39.74 29.98
3 0.9 82.09 28.98
4 0.9 107.50 49.81
2 0.9 65.9262 49.41
5 0.9 127.9974 20.00
0 1.0 17.03 48.53
1 1.0 39.74 29.98
3 1.0 82.09 28.98
4 1.0 107.50 49.81
2 1.0 66.1491 49.41
5 1.0 127.7749 20.00
0 1.1 17.03 48.53
1 1.1 39.74 29.98
3 1.1 82.09 28.98
4 1.1 107.50 49.81
2 1.1 66.3720 49.41
5 1.1 127.5524 20.00
0 1.2 17.03 48.53
1 1.2 39.74 29.98
3 1.2 82.09 28.98
4 1.2 107.50 49.81
2 1.2 66.5949 49.41
5 1.2 127.3298 20.00
0 1.3 17.03 48.53
1 1.3 39.74 29.98
3 1.3 82.09 28.98
4 1.3 107.50 49.81
2 1.3 66.8178 49.41
5 1.3 127.1073 20.00
0 1.4 17.03 48.53
1 1.4 39.74 29.98
3 1.4 82.09 28.98
4 1.4 107.50 49.81
2 1.4 67.0407 49.41
5 1.4 126.8848 20.00
0 1.5 17.03 48.53
1 1.5 39.74 29.98
3 1.5 82.09 28.98
4 1.5 107.50 49.81
2 1.5 67.2636 49.41
5 1.5 126.6623 20.00
0 1.6 17.03 48.53
1 1.6 39.74 29.98
3 1.6 82.09 28.98
4 1.6 107.50 49.81
2 1.6 67.4865 49.41
5 1.6 126.4398 20.00
0 1.7 17.03 48.53
1 1.7 39.74 29.98
3 1.7 82.09 28.98
4 1.7 107.50 49.81
2 1.7 67.7094 49.41
5 1.7 126.2173 20.00
0 1.8 17.03 48.53
1 1.8 39.74 29.98
3 1.8 82.09 28.98
4 1.8 107.50 49.81
2 1.8 67.9323 49.41
5 1.8 125.9948 20.00
0 1.9 17.03 48.53
1 1.9 39.74 29.98
3 1.9 82.09 28.98
4 1.9 107.50 49.81
2 1.9 68.1552 49.41
5 1.9 125.7723 20.00
0 2.0 17.03 48.53
1 2.0 39.74 29.98
3 2.0 82.09 28.98
4 2.0 107.50 49.81
2 2.0 68.3781 49.41
5 2.0 125.5497 20.00
0 2.1 17.03 48.53
1 2.1 39.74 29.98
3 2.1 82.09 28.98
4 2.1 107.50 49.81
2 2.1 68.6010 49.41
5 2.1 125.3272 20.00
0 2.2 17.03 48.53
1 2.2 39.74 29.98
3 2.2 82.09 28.98
4 2.2 107.50 49.81
2 2.2 68.8239 49.41
5 2.2 125.1047 20.00
0 2.3 17.03 48.53
1 2.3 39.74 29.98
3 2.3 82.09 28.98
4 2.3 107.50 49.81
2 2.3 69.0468 49.41
5 2.3 124.8822 20.00
0 2.4 17.03 48.53
1 2.4 39.74 29.98
3 2.4 82.09 28.98
4 2.4 107.50 49.81
2 2.4 69.2697 49.41
5 2.4 124.6597 20.00
0 2.5 17.03 48.53
1 2.5 39.74 29.98
3 2.5 82.09 28.98
4 2.5 107.50 49.81
2 2.5 69.4926 49.41
5 2.5 124.4372 20.00
0 2.6 17.03 48.53
1 2.6 39.74 29.98
3 2.6 82.09 28.98
4 2.6 107.50 49.81
2 2.6 69.7156 49.41
5 2.6 124.2147 20.00
0 2.7 17.03 48.53
1 2.7 39.74 29.98
3 2.7 82.09 28.98
4 2.7 107.50 49.81
2 2.7 69.9385 49.41
5 2.7 123.9921 20.00
0 2.8 17.03 48.53
1 2.8 39.74 29.98
3 2.8 82.09 28.98
4 2.8 107.50 49.81
2 2.8 70.1614 49.41
5 2.8 123.7696 20.00
0 2.9 17.03 48.53
1 2.9 39.74 29.98
3 2.9 82.09 28.98
4 2.9 107.50 49.81
2 2.9 70.3843 49.41
5 2.9 123.5471 20.00
0 3.0 17.03 48.53
1 3.0 39.74 29.98
3 3.0 82.09 28.98
4 3.0 107.50 49.81
2 3.0 70.6072 49.41
5 3.0 123.3246 20.00
0 3.1 17.03 48.53
1 3.1 39.74 29.98
3 3.1 82.09 28.98
4 3.1 107.50 49.81
2 3.1 70.8301 49.41
5 3.1 123.1021 20.00
0 3.2 17.03 48.53
1 3.2 39.74 29.98
3 3.2 82.09 28.98
4 3.2 107.50 49.81
2 3.2 71.0530 49.41
5 3.2 122.8796 20.00
0 3.3 17.03 48.53
1 3.3 39.74 29.98
3 3.3 82.09 28.98
4 3.3 107.50 49.81
2 3.3 71.2759 49.41
5 3.3 122.6571 20.00
0 3.4 17.03 48.53
1 3.4 39.74 29.98
3 3.4 82.09 28.98
4 3.4 107.50 49.81
2 3.4 71.4988 49.41
5 3.4 122.4346 20.00
0 3.5 17.03 48.53
1 3.5 39.74 29.98
3 3.5 82.09 28.98
4 3.5 107.50 49.81
2 3.5 71.7217 49.41
5 3.5 122.2120 20.00
0 3.6 17.03 48.53
1 3.6 39.74 29.98
3 3.6 82.09 28.98
4 3.6 107.50 49.81
2 3.6 71.9446 49.41
5 3.6 121.9895 20.00
0 3.7 17.03 48.53
1 3.7 39.74 29.98
3 3.7 82.09 28.98
4 3.7 107.50 49.81
2 3.7 72.1675 49.41
5 3.7 121.7670 20.00
0 3.8 17.03 48.53
1 3.8 39.74 29.98
3 3.8 82.09 28.98
4 3.8 107.50 49.81
2 3.8 72.3904 49.41
5 3.8 121.5445 20.00
0 3.9 17.03 48.53
1 3.9 39.74 29.98
3 3.9 82.09 28.98
4 3.9 107.50 49.81
2 3.9 72.6133 49.41
5 3.9 121.3220 20.00
0 4.0 17.03 48.53
1 4.0 39.74 29.98
3 4.0 82.09 28.98
4 4.0 107.50 49.81
2 4.0 72.8362 49.41
5 4.0 121.0995 20.00
0 4.1 17.03 48.53
1 4.1 39.74 29.98
3 4.1 82.09 28.98
4 4.1 107.50 49.81
2 4.1 73.0591 49.41
5 4.1 120.8770 20.00
0 4.2 17.03 48.53
1 4.2 39.74 29.98
3 4.2 82.09 28.98
4 4.2 107.50 49.81
2 4.2 73.2821 49.41
5 4.2 120.6545 20.00
0 4.3 17.03 48.53
1 4.3 39.74 29.98
3 4.3 82.09 28.98
4 4.3 107.50 49.81
2 4.3 73.5050 49.41
5 4.3 120.4319 20.00
0 4.4 17.03 48.53
1 4.4 39.74 29.98
3 4.4 82.09 28.98
4 4.4 107.50 49.81
2 4.4 73.7279 49.41
5 4.4 120.2094 20.00
0 4.5 17.03 48.53
1 4.5 39.74 29.98
3 4.5 82.09 28.98
4 4.5 107.50 49.81
2 4.5 73.9508 49.41
5 4.5 119.9869 20.00
0 4.6 17.03 48.53
1 4.6 39.74 29.98
3 4.6 82.09 28.98
4 4.6 107.50 49.81
2 4.6 74.1737 49.41
5 4.6 119.7644 20.00
0 4.7 17.03 48.53
1 4.7 39.74 29.98
3 4.7 82.09 28.98
4 4.7 107.50 49.81
2 4.7 74.3966 49.41
5 4.7 119.5419 20.00
0 4.8 17.03 48.53
1 4.8 39.74 29.98
3 4.8 82.09 28.98
4 4.8 107.50 49.81
2 4.8 74.6195 49.41
5 4.8 119.3194 20.00
