# Static node positions — 6 nodes, 120s duration, 0.5s interval
# Coordinates from Cooja screenshot
# Format: moteIndex(0-based) time(s) x(m) y(m)
#
# moteIndex  Cooja ID   x(m)     y(m)
#     0          1      17.03    48.53
#     1          2      39.74    29.98
#     2          3      63.92    49.41
#     3          4      82.09    28.98
#     4          5     107.50    49.81
#     5          6     130.30    28.78
#
0 0.0 17.03 48.53
1 0.0 39.74 29.98
2 0.0 63.92 49.41
3 0.0 82.09 28.98
4 0.0 107.50 49.81
5 0.0 130.30 28.78
0 0.5 17.03 48.53
1 0.5 39.74 29.98
2 0.5 63.92 49.41
3 0.5 82.09 28.98
4 0.5 107.50 49.81
5 0.5 130.30 28.78
0 1.0 17.03 48.53
1 1.0 39.74 29.98
2 1.0 63.92 49.41
3 1.0 82.09 28.98
4 1.0 107.50 49.81
5 1.0 130.30 28.78
0 1.5 17.03 48.53
1 1.5 39.74 29.98
2 1.5 63.92 49.41
3 1.5 82.09 28.98
4 1.5 107.50 49.81
5 1.5 130.30 28.78
0 2.0 17.03 48.53
1 2.0 39.74 29.98
2 2.0 63.92 49.41
3 2.0 82.09 28.98
4 2.0 107.50 49.81
5 2.0 130.30 28.78
0 2.5 17.03 48.53
1 2.5 39.74 29.98
2 2.5 63.92 49.41
3 2.5 82.09 28.98
4 2.5 107.50 49.81
5 2.5 130.30 28.78
0 3.0 17.03 48.53
1 3.0 39.74 29.98
2 3.0 63.92 49.41
3 3.0 82.09 28.98
4 3.0 107.50 49.81
5 3.0 130.30 28.78
0 3.5 17.03 48.53
1 3.5 39.74 29.98
2 3.5 63.92 49.41
3 3.5 82.09 28.98
4 3.5 107.50 49.81
5 3.5 130.30 28.78
0 4.0 17.03 48.53
1 4.0 39.74 29.98
2 4.0 63.92 49.41
3 4.0 82.09 28.98
4 4.0 107.50 49.81
5 4.0 130.30 28.78
0 4.5 17.03 48.53
1 4.5 39.74 29.98
2 4.5 63.92 49.41
3 4.5 82.09 28.98
4 4.5 107.50 49.81
5 4.5 130.30 28.78
0 5.0 17.03 48.53
1 5.0 39.74 29.98
2 5.0 63.92 49.41
3 5.0 82.09 28.98
4 5.0 107.50 49.81
5 5.0 130.30 28.78
0 5.5 17.03 48.53
1 5.5 39.74 29.98
2 5.5 63.92 49.41
3 5.5 82.09 28.98
4 5.5 107.50 49.81
5 5.5 130.30 28.78
0 6.0 17.03 48.53
1 6.0 39.74 29.98
2 6.0 63.92 49.41
3 6.0 82.09 28.98
4 6.0 107.50 49.81
5 6.0 130.30 28.78
0 6.5 17.03 48.53
1 6.5 39.74 29.98
2 6.5 63.92 49.41
3 6.5 82.09 28.98
4 6.5 107.50 49.81
5 6.5 130.30 28.78
0 7.0 17.03 48.53
1 7.0 39.74 29.98
2 7.0 63.92 49.41
3 7.0 82.09 28.98
4 7.0 107.50 49.81
5 7.0 130.30 28.78
0 7.5 17.03 48.53
1 7.5 39.74 29.98
2 7.5 63.92 49.41
3 7.5 82.09 28.98
4 7.5 107.50 49.81
5 7.5 130.30 28.78
0 8.0 17.03 48.53
1 8.0 39.74 29.98
2 8.0 63.92 49.41
3 8.0 82.09 28.98
4 8.0 107.50 49.81
5 8.0 130.30 28.78
0 8.5 17.03 48.53
1 8.5 39.74 29.98
2 8.5 63.92 49.41
3 8.5 82.09 28.98
4 8.5 107.50 49.81
5 8.5 130.30 28.78
0 9.0 17.03 48.53
1 9.0 39.74 29.98
2 9.0 63.92 49.41
3 9.0 82.09 28.98
4 9.0 107.50 49.81
5 9.0 130.30 28.78
0 9.5 17.03 48.53
1 9.5 39.74 29.98
2 9.5 63.92 49.41
3 9.5 82.09 28.98
4 9.5 107.50 49.81
5 9.5 130.30 28.78
0 10.0 17.03 48.53
1 10.0 39.74 29.98
2 10.0 63.92 49.41
3 10.0 82.09 28.98
4 10.0 107.50 49.81
5 10.0 130.30 28.78
0 10.5 17.03 48.53
1 10.5 39.74 29.98
2 10.5 63.92 49.41
3 10.5 82.09 28.98
4 10.5 107.50 49.81
5 10.5 130.30 28.78
0 11.0 17.03 48.53
1 11.0 39.74 29.98
2 11.0 63.92 49.41
3 11.0 82.09 28.98
4 11.0 107.50 49.81
5 11.0 130.30 28.78
0 11.5 17.03 48.53
1 11.5 39.74 29.98
2 11.5 63.92 49.41
3 11.5 82.09 28.98
4 11.5 107.50 49.81
5 11.5 130.30 28.78
0 12.0 17.03 48.53
1 12.0 39.74 29.98
2 12.0 63.92 49.41
3 12.0 82.09 28.98
4 12.0 107.50 49.81
5 12.0 130.30 28.78
0 12.5 17.03 48.53
1 12.5 39.74 29.98
2 12.5 63.92 49.41
3 12.5 82.09 28.98
4 12.5 107.50 49.81
5 12.5 130.30 28.78
0 13.0 17.03 48.53
1 13.0 39.74 29.98
2 13.0 63.92 49.41
3 13.0 82.09 28.98
4 13.0 107.50 49.81
5 13.0 130.30 28.78
0 13.5 17.03 48.53
1 13.5 39.74 29.98
2 13.5 63.92 49.41
3 13.5 82.09 28.98
4 13.5 107.50 49.81
5 13.5 130.30 28.78
0 14.0 17.03 48.53
1 14.0 39.74 29.98
2 14.0 63.92 49.41
3 14.0 82.09 28.98
4 14.0 107.50 49.81
5 14.0 130.30 28.78
0 14.5 17.03 48.53
1 14.5 39.74 29.98
2 14.5 63.92 49.41
3 14.5 82.09 28.98
4 14.5 107.50 49.81
5 14.5 130.30 28.78
0 15.0 17.03 48.53
1 15.0 39.74 29.98
2 15.0 63.92 49.41
3 15.0 82.09 28.98
4 15.0 107.50 49.81
5 15.0 130.30 28.78
0 15.5 17.03 48.53
1 15.5 39.74 29.98
2 15.5 63.92 49.41
3 15.5 82.09 28.98
4 15.5 107.50 49.81
5 15.5 130.30 28.78
0 16.0 17.03 48.53
1 16.0 39.74 29.98
2 16.0 63.92 49.41
3 16.0 82.09 28.98
4 16.0 107.50 49.81
5 16.0 130.30 28.78
0 16.5 17.03 48.53
1 16.5 39.74 29.98
2 16.5 63.92 49.41
3 16.5 82.09 28.98
4 16.5 107.50 49.81
5 16.5 130.30 28.78
0 17.0 17.03 48.53
1 17.0 39.74 29.98
2 17.0 63.92 49.41
3 17.0 82.09 28.98
4 17.0 107.50 49.81
5 17.0 130.30 28.78
0 17.5 17.03 48.53
1 17.5 39.74 29.98
2 17.5 63.92 49.41
3 17.5 82.09 28.98
4 17.5 107.50 49.81
5 17.5 130.30 28.78
0 18.0 17.03 48.53
1 18.0 39.74 29.98
2 18.0 63.92 49.41
3 18.0 82.09 28.98
4 18.0 107.50 49.81
5 18.0 130.30 28.78
0 18.5 17.03 48.53
1 18.5 39.74 29.98
2 18.5 63.92 49.41
3 18.5 82.09 28.98
4 18.5 107.50 49.81
5 18.5 130.30 28.78
0 19.0 17.03 48.53
1 19.0 39.74 29.98
2 19.0 63.92 49.41
3 19.0 82.09 28.98
4 19.0 107.50 49.81
5 19.0 130.30 28.78
0 19.5 17.03 48.53
1 19.5 39.74 29.98
2 19.5 63.92 49.41
3 19.5 82.09 28.98
4 19.5 107.50 49.81
5 19.5 130.30 28.78
0 20.0 17.03 48.53
1 20.0 39.74 29.98
2 20.0 63.92 49.41
3 20.0 82.09 28.98
4 20.0 107.50 49.81
5 20.0 130.30 28.78
0 20.5 17.03 48.53
1 20.5 39.74 29.98
2 20.5 63.92 49.41
3 20.5 82.09 28.98
4 20.5 107.50 49.81
5 20.5 130.30 28.78
0 21.0 17.03 48.53
1 21.0 39.74 29.98
2 21.0 63.92 49.41
3 21.0 82.09 28.98
4 21.0 107.50 49.81
5 21.0 130.30 28.78
0 21.5 17.03 48.53
1 21.5 39.74 29.98
2 21.5 63.92 49.41
3 21.5 82.09 28.98
4 21.5 107.50 49.81
5 21.5 130.30 28.78
0 22.0 17.03 48.53
1 22.0 39.74 29.98
2 22.0 63.92 49.41
3 22.0 82.09 28.98
4 22.0 107.50 49.81
5 22.0 130.30 28.78
0 22.5 17.03 48.53
1 22.5 39.74 29.98
2 22.5 63.92 49.41
3 22.5 82.09 28.98
4 22.5 107.50 49.81
5 22.5 130.30 28.78
0 23.0 17.03 48.53
1 23.0 39.74 29.98
2 23.0 63.92 49.41
3 23.0 82.09 28.98
4 23.0 107.50 49.81
5 23.0 130.30 28.78
0 23.5 17.03 48.53
1 23.5 39.74 29.98
2 23.5 63.92 49.41
3 23.5 82.09 28.98
4 23.5 107.50 49.81
5 23.5 130.30 28.78
0 24.0 17.03 48.53
1 24.0 39.74 29.98
2 24.0 63.92 49.41
3 24.0 82.09 28.98
4 24.0 107.50 49.81
5 24.0 130.30 28.78
0 24.5 17.03 48.53
1 24.5 39.74 29.98
2 24.5 63.92 49.41
3 24.5 82.09 28.98
4 24.5 107.50 49.81
5 24.5 130.30 28.78
0 25.0 17.03 48.53
1 25.0 39.74 29.98
2 25.0 63.92 49.41
3 25.0 82.09 28.98
4 25.0 107.50 49.81
5 25.0 130.30 28.78
0 25.5 17.03 48.53
