# Static node positions -- 30 nodes, 120s duration, 0.5s interval
# Warehouse: 100x100 m, comm range = 50 m, multi-hop connected topology
# Format: moteIndex(0-based) time(s) x(m) y(m)
#
# moteIndex  Cooja ID   x(m)     y(m)   neighbors
#     0          1        62.55     7.25   12
#     1          2        29.75    25.09   18
#     2          3        71.28    65.90   14
#     3          4        85.30    12.82   11
#     4          5        42.97     7.68   16
#     5          6        24.68    50.48   18
#     6          7         7.39    22.90   13
#     7          8        63.49    54.04   23
#     8          9        24.84    58.03   18
#     9          10       77.85     5.58   8
#     10         11       77.52    67.83   11
#     11         12       35.62    18.99   18
#     12         13       91.15    35.29   13
#     13         14       13.35    13.70   13
#     14         15       81.27    59.34   12
#     15         16       77.64    70.68   11
#     16         17       53.26    92.58   12
#     17         18       39.07    54.68   24
#     18         19       79.65    60.67   12
#     19         20       82.55    56.96   13
#     20         21       68.41     9.12   12
#     21         22       25.51    31.04   18
#     22         23       12.18    25.95   13
#     23         24       14.09    30.02   14
#     24         25       62.21    37.83   23
#     25         26       38.32    23.86   19
#     26         27       29.03    89.30   8
#     27         28       63.32    59.82   20
#     28         29       20.40    70.62   13
#     29         30       19.71    39.15   16
#
0 0.0 62.55 7.25
1 0.0 29.75 25.09
2 0.0 71.28 65.90
3 0.0 85.30 12.82
4 0.0 42.97 7.68
5 0.0 24.68 50.48
6 0.0 7.39 22.90
7 0.0 63.49 54.04
8 0.0 24.84 58.03
9 0.0 77.85 5.58
10 0.0 77.52 67.83
11 0.0 35.62 18.99
12 0.0 91.15 35.29
13 0.0 13.35 13.70
14 0.0 81.27 59.34
15 0.0 77.64 70.68
16 0.0 53.26 92.58
17 0.0 39.07 54.68
18 0.0 79.65 60.67
19 0.0 82.55 56.96
20 0.0 68.41 9.12
21 0.0 25.51 31.04
22 0.0 12.18 25.95
23 0.0 14.09 30.02
24 0.0 62.21 37.83
25 0.0 38.32 23.86
26 0.0 29.03 89.30
27 0.0 63.32 59.82
28 0.0 20.40 70.62
29 0.0 19.71 39.15
0 0.5 62.55 7.25
1 0.5 29.75 25.09
2 0.5 71.28 65.90
3 0.5 85.30 12.82
4 0.5 42.97 7.68
5 0.5 24.68 50.48
6 0.5 7.39 22.90
7 0.5 63.49 54.04
8 0.5 24.84 58.03
9 0.5 77.85 5.58
10 0.5 77.52 67.83
11 0.5 35.62 18.99
12 0.5 91.15 35.29
13 0.5 13.35 13.70
14 0.5 81.27 59.34
15 0.5 77.64 70.68
16 0.5 53.26 92.58
17 0.5 39.07 54.68
18 0.5 79.65 60.67
19 0.5 82.55 56.96
20 0.5 68.41 9.12
21 0.5 25.51 31.04
22 0.5 12.18 25.95
23 0.5 14.09 30.02
24 0.5 62.21 37.83
25 0.5 38.32 23.86
26 0.5 29.03 89.30
27 0.5 63.32 59.82
28 0.5 20.40 70.62
29 0.5 19.71 39.15
0 1.0 62.55 7.25
1 1.0 29.75 25.09
2 1.0 71.28 65.90
3 1.0 85.30 12.82
4 1.0 42.97 7.68
5 1.0 24.68 50.48
6 1.0 7.39 22.90
7 1.0 63.49 54.04
8 1.0 24.84 58.03
9 1.0 77.85 5.58
10 1.0 77.52 67.83
11 1.0 35.62 18.99
12 1.0 91.15 35.29
13 1.0 13.35 13.70
14 1.0 81.27 59.34
15 1.0 77.64 70.68
16 1.0 53.26 92.58
17 1.0 39.07 54.68
18 1.0 79.65 60.67
19 1.0 82.55 56.96
20 1.0 68.41 9.12
21 1.0 25.51 31.04
22 1.0 12.18 25.95
23 1.0 14.09 30.02
24 1.0 62.21 37.83
25 1.0 38.32 23.86
26 1.0 29.03 89.30
27 1.0 63.32 59.82
28 1.0 20.40 70.62
29 1.0 19.71 39.15
0 1.5 62.55 7.25
1 1.5 29.75 25.09
2 1.5 71.28 65.90
3 1.5 85.30 12.82
4 1.5 42.97 7.68
5 1.5 24.68 50.48
6 1.5 7.39 22.90
7 1.5 63.49 54.04
8 1.5 24.84 58.03
9 1.5 77.85 5.58
10 1.5 77.52 67.83
11 1.5 35.62 18.99
12 1.5 91.15 35.29
13 1.5 13.35 13.70
14 1.5 81.27 59.34
15 1.5 77.64 70.68
16 1.5 53.26 92.58
17 1.5 39.07 54.68
18 1.5 79.65 60.67
19 1.5 82.55 56.96
